STUDENT_ID,GENDER,AGE_1_YEAR,REGION,DEPARTMENT,GRADE_204111,GRADE_204222,GRADE_204333,GRADE_204444,GRADE_204555,GRADE_204666
6130,m,Medium,Northen,Machanic Engineering,High,Medium,High,High,High,High
6134,m,Low,Central,Environmental Engineering,Medium,High,High,High,High,Medium
6136,m,High,Central,Electrical Engineering,High,High,Medium,High,High,High
6137,m,Medium,Central,Electrical Engineering,High,High,High,Medium,Medium,High
6138,m,Low,Northeastern,Computer Engineering,High,High,High,Medium,High,Medium
6140,f,Medium,Northen,Chemical Engineering,Medium,High,High,High,High,High
6144,m,High,Bangkok,Environmental Engineering,High,High,High,High,High,Medium
6145,m,Medium,Southern,Environmental Engineering,High,Medium,High,High,High,High
6146,m,High,Northeastern,Environmental Engineering,High,High,High,High,High,High
6148,m,Low,Southern,Machanic Engineering,High,Medium,High,High,Medium,High
6149,m,Medium,Central,Electrical Engineering,High,High,High,Medium,High,Medium
6150,m,Medium,Central,Chemical Engineering,High,High,High,High,High,High
6155,m,Medium,Southern,Electrical Engineering,High,High,High,High,High,Medium
6156,m,Low,Central,Machanic Engineering,High,High,High,High,High,High
6164,m,Low,Southern,Electrical Engineering,Medium,High,High,High,High,High
6166,f,Low,Northeastern,Electrical Engineering,High,High,Medium,High,High,High
6168,m,High,Bangkok,Civil Engineering,High,High,Medium,Medium,High,High
6170,m,Medium,Northeastern,Electrical Engineering,Medium,High,High,High,High,High
6172,m,Low,Southern,Chemical Engineering,High,High,Medium,High,High,High
6175,m,Medium,Southern,Electrical Engineering,High,High,High,High,High,High
6178,m,Low,Northeastern,Computer Engineering,High,High,High,High,High,High
6181,m,High,Southern,Civil Engineering,Medium,Medium,High,High,High,High
6184,f,High,Southern,Chemical Engineering,High,High,Medium,High,High,High
6186,m,Low,Southern,Civil Engineering,High,High,Medium,Medium,Medium,High
6187,m,Medium,Central,Chemical Engineering,Medium,Medium,High,High,High,High
6190,m,Medium,Northeastern,Electrical Engineering,High,High,High,Medium,High,High
6192,m,High,Northen,Machanic Engineering,High,High,High,Medium,High,Medium
6194,m,Low,Southern,Electrical Engineering,Medium,High,Medium,High,Medium,High
6196,m,Low,Bangkok,Chemical Engineering,High,Medium,Medium,High,High,High
6197,m,Medium,Central,Electrical Engineering,High,High,High,Medium,Medium,Medium
6198,m,Low,Central,Electrical Engineering,High,High,High,Medium,High,Medium
6199,m,Medium,Central,Civil Engineering,Medium,Medium,High,High,Medium,Medium
6200,m,Medium,Central,Machanic Engineering,High,High,High,High,High,High
6202,m,High,Northeastern,Civil Engineering,High,Medium,High,High,High,High
6206,m,Low,Southern,Computer Engineering,Medium,High,High,High,High,High
6208,f,High,Central,Electrical Engineering,High,High,Medium,High,High,High
6210,m,Medium,Southern,Electrical Engineering,High,Medium,High,High,High,High
6212,m,Low,Northeastern,Environmental Engineering,High,High,High,High,High,High
6213,f,Medium,Central,Electrical Engineering,Medium,High,High,High,Medium,High
6214,m,Low,Central,Environmental Engineering,High,High,High,High,Medium,High
6216,m,High,Northen,Chemical Engineering,High,High,High,High,High,Medium
6217,f,Medium,Southern,Environmental Engineering,High,High,High,Medium,Medium,High
6218,m,Low,Bangkok,Environmental Engineering,Medium,High,High,High,High,High
6226,m,Low,Northeastern,Electrical Engineering,High,High,High,Medium,High,Medium
6228,m,Low,Central,Electrical Engineering,Medium,High,High,High,High,High
6229,f,Medium,Southern,Chemical Engineering,High,High,High,High,High,Medium
6230,m,Medium,Northeastern,Electrical Engineering,High,High,High,Medium,High,High
6232,m,High,Bangkok,Electrical Engineering,Medium,High,High,High,High,High
6236,m,Low,Northeastern,Environmental Engineering,High,High,High,High,High,Medium
6238,m,Low,Southern,Electrical Engineering,High,High,High,High,High,High
6246,m,Low,Bangkok,Chemical Engineering,High,High,High,High,High,High
6247,m,Medium,Southern,Electrical Engineering,High,High,High,Medium,High,Medium
6250,m,Medium,Southern,Environmental Engineering,Medium,Medium,High,High,High,High
6253,m,Medium,Central,Electrical Engineering,High,Medium,High,High,High,Medium
6254,m,Low,Southern,Electrical Engineering,High,Medium,High,High,High,Medium
6255,m,Medium,Central,Chemical Engineering,Medium,Medium,High,High,High,High
6256,m,High,Northen,Environmental Engineering,High,High,High,High,High,High
6258,f,High,Bangkok,Environmental Engineering,High,Medium,High,High,High,High
6260,m,Medium,Southern,Electrical Engineering,High,High,High,High,High,High
6261,m,Medium,Southern,Civil Engineering,Medium,High,Medium,High,High,High
6264,m,High,Northen,Electrical Engineering,High,High,High,High,High,Medium
6266,m,Low,Northen,Machanic Engineering,High,Medium,High,High,Medium,High
6268,m,Low,Northeastern,Environmental Engineering,High,Medium,Medium,High,High,High
6270,m,Medium,Northen,Machanic Engineering,High,Medium,Medium,High,High,Medium
6273,m,Low,Central,Electrical Engineering,Medium,High,High,High,Medium,High
6274,m,Low,Bangkok,Environmental Engineering,High,High,High,High,Medium,Medium
6276,m,Low,Northeastern,Electrical Engineering,High,High,High,High,Medium,Medium
6282,m,Low,Northen,Machanic Engineering,Medium,High,High,High,High,High
6284,f,Low,Central,Chemical Engineering,High,High,High,High,High,High
6285,m,Medium,Southern,Environmental Engineering,High,Medium,Medium,High,High,High
6286,m,High,Southern,Civil Engineering,High,High,High,Medium,High,High
6288,m,High,Central,Electrical Engineering,Medium,High,High,High,High,High
6290,m,Medium,Bangkok,Chemical Engineering,High,High,High,High,High,High
6292,m,Low,Northeastern,Civil Engineering,High,High,High,High,High,High
6293,m,High,Central,Environmental Engineering,High,High,Medium,High,High,High
6298,m,Low,Bangkok,Civil Engineering,High,High,High,High,Medium,High
6306,m,Low,Northeastern,Electrical Engineering,High,High,High,High,High,High
6310,m,Medium,Bangkok,Electrical Engineering,High,Medium,Medium,High,Medium,Medium
6312,m,High,Southern,Environmental Engineering,High,High,High,Medium,High,High
6314,m,High,Northen,Civil Engineering,Medium,High,High,High,Medium,Medium
6315,m,Medium,Southern,Electrical Engineering,High,High,High,Medium,High,High
6316,m,Low,Central,Machanic Engineering,High,High,High,High,High,Medium
6318,m,Low,Northeastern,Environmental Engineering,High,High,Medium,Medium,High,High
6320,m,Medium,Northen,Environmental Engineering,Medium,High,Medium,High,Medium,High
6321,m,High,Southern,Environmental Engineering,High,High,High,High,Medium,Medium
6324,m,Low,Bangkok,Environmental Engineering,High,Medium,High,Medium,High,High
6325,m,Medium,Central,Chemical Engineering,Medium,Medium,High,High,Medium,High
6328,f,High,Northeastern,Chemical Engineering,High,High,High,High,High,Medium
6329,f,Medium,Central,Environmental Engineering,High,High,High,High,High,High
6330,m,Medium,Northeastern,Electrical Engineering,Medium,Medium,High,High,High,High
6332,f,Low,Central,Electrical Engineering,High,High,High,High,High,High
6334,m,Low,Northen,Electrical Engineering,High,High,High,High,High,Medium
6336,m,High,Southern,Civil Engineering,High,High,High,Medium,High,High
6338,m,Low,Northen,Electrical Engineering,Medium,High,High,High,Medium,High
6342,m,High,Northeastern,Civil Engineering,High,High,High,Medium,High,High
6348,m,Low,Bangkok,Environmental Engineering,High,High,High,High,High,High
6350,f,Medium,Northen,Computer Engineering,High,High,High,High,High,High
6352,m,High,Central,Chemical Engineering,High,High,High,High,Medium,Medium
6354,m,Low,Northen,Electrical Engineering,High,High,High,High,High,High
6355,m,Medium,Southern,Environmental Engineering,High,High,High,High,High,High
6356,m,High,Northeastern,Environmental Engineering,Medium,High,High,High,High,High
6358,m,Low,Northeastern,Environmental Engineering,High,High,High,High,Medium,Medium
6364,f,Low,Southern,Chemical Engineering,High,Medium,High,Medium,High,High
6366,m,Low,Northeastern,Electrical Engineering,High,High,Medium,High,High,High
6370,m,Medium,Bangkok,Electrical Engineering,High,High,High,High,High,High
6372,m,Low,Central,Chemical Engineering,High,High,High,High,High,High
6374,m,Low,Central,Computer Engineering,High,High,High,Medium,High,High
6376,m,High,Northeastern,Electrical Engineering,High,High,High,Medium,High,Medium
6378,m,Low,Southern,Electrical Engineering,Medium,High,Medium,High,High,High
6385,f,Medium,Southern,Electrical Engineering,High,Medium,High,High,High,Medium
6386,m,Low,Southern,Environmental Engineering,High,Medium,High,High,High,High
6388,m,Low,Central,Electrical Engineering,High,Medium,High,High,High,High
6389,m,Medium,Southern,Electrical Engineering,High,High,High,Medium,Medium,Medium
6390,m,Medium,Southern,Environmental Engineering,High,High,High,High,High,High
6391,m,High,Southern,Civil Engineering,Medium,Medium,High,High,Medium,Medium
6394,f,Low,Northen,Electrical Engineering,High,High,High,High,High,High
6396,m,Low,Northen,Chemical Engineering,High,Medium,High,Medium,Medium,Medium
6397,m,Medium,Central,Chemical Engineering,Medium,Medium,High,High,Medium,Medium
6403,m,Medium,Central,Electrical Engineering,High,High,High,Medium,High,Medium
6404,m,Low,Northen,Civil Engineering,Medium,High,High,High,Medium,Medium
6406,m,Low,Central,Machanic Engineering,High,High,High,High,High,High
6408,m,High,Northen,Chemical Engineering,High,High,High,Medium,Medium,High
6409,f,Medium,Central,Civil Engineering,Medium,Medium,High,High,High,High
6410,m,Medium,Central,Machanic Engineering,High,High,High,High,High,High
6414,m,Low,Bangkok,Environmental Engineering,High,High,Medium,Medium,Medium,High
6418,m,Low,Central,Electrical Engineering,Medium,High,High,High,High,High
6424,m,High,Bangkok,Environmental Engineering,Medium,High,High,High,Medium,High
6426,m,High,Southern,Civil Engineering,High,Medium,High,High,High,High
6427,m,Medium,Southern,Environmental Engineering,High,High,High,Medium,High,High
6428,m,Low,Northeastern,Machanic Engineering,Medium,High,High,High,High,High
6430,m,Medium,Central,Chemical Engineering,High,High,Medium,Medium,High,Medium
6432,m,High,Bangkok,Electrical Engineering,High,High,High,Medium,High,High
6434,m,Low,Bangkok,Machanic Engineering,Medium,High,High,High,High,High
6436,m,Low,Northen,Environmental Engineering,High,Medium,High,High,High,Medium
6438,f,Low,Bangkok,Civil Engineering,High,High,Medium,High,High,High
6439,m,Medium,Southern,Chemical Engineering,High,High,Medium,Medium,Medium,High
6440,m,Medium,Northeastern,Electrical Engineering,Medium,High,High,High,High,High
6446,m,Low,Bangkok,Electrical Engineering,High,High,High,Medium,Medium,High
6448,m,High,Bangkok,Civil Engineering,High,High,Medium,Medium,High,High
6449,f,Medium,Southern,Electrical Engineering,Medium,High,Medium,High,Medium,High
6450,m,Medium,Bangkok,Electrical Engineering,High,High,High,Medium,High,High
6451,m,Medium,Southern,Environmental Engineering,High,Medium,High,High,Medium,High
6452,m,Low,Northeastern,Chemical Engineering,High,High,Medium,High,High,High
6457,m,Medium,Southern,Electrical Engineering,Medium,Medium,Medium,High,High,High
6463,m,Medium,Central,Electrical Engineering,High,Medium,High,High,High,High
6465,m,Medium,Central,Chemical Engineering,Medium,Medium,High,High,Medium,Medium
6466,m,Low,Southern,Civil Engineering,High,High,High,High,Medium,Medium
6470,m,Medium,Southern,Electrical Engineering,High,High,High,High,Medium,High
6472,m,High,Northen,Machanic Engineering,Medium,High,High,High,High,High
6474,m,Low,Northen,Electrical Engineering,High,High,Medium,High,High,High
6476,m,Low,Central,Chemical Engineering,High,High,High,Medium,High,High
6478,m,Low,Central,Electrical Engineering,High,High,High,Medium,High,High
6482,m,High,Bangkok,Civil Engineering,High,High,High,High,High,Medium
6486,m,Low,Northen,Computer Engineering,Medium,High,Medium,High,High,High
6490,m,Medium,Southern,Electrical Engineering,High,Medium,Medium,High,High,Medium
6492,f,Low,Southern,Environmental Engineering,Medium,High,Medium,High,High,High
6494,m,Low,Northen,Civil Engineering,High,Medium,High,High,High,Medium
6495,m,Medium,Southern,Environmental Engineering,High,Medium,Medium,High,Medium,High
6496,m,High,Northen,Chemical Engineering,High,High,High,Medium,High,High
6498,m,Low,Northen,Chemical Engineering,Medium,High,High,High,High,High
6500,m,Medium,Bangkok,Chemical Engineering,High,High,High,High,Medium,Medium
6504,f,High,Central,Environmental Engineering,High,High,Medium,Medium,High,High
6506,m,Low,Bangkok,Electrical Engineering,Medium,High,Medium,High,Medium,High
6508,m,Low,Northeastern,Chemical Engineering,High,High,Medium,High,High,High
6510,m,Medium,Bangkok,Electrical Engineering,High,High,Medium,High,High,Medium
6515,f,Medium,Central,Machanic Engineering,Medium,High,Medium,High,High,High
6516,m,Low,Northen,Chemical Engineering,High,High,High,High,High,High
6524,m,High,Northen,Civil Engineering,High,High,High,High,Medium,High
6525,m,Medium,Southern,Electrical Engineering,Medium,Medium,Medium,High,High,High
6526,f,Low,Northen,Environmental Engineering,High,High,High,High,Medium,Medium
6528,m,High,Southern,Machanic Engineering,High,High,High,Medium,High,High
6530,m,Medium,Northen,Environmental Engineering,Medium,High,Medium,High,High,Medium
6532,m,Low,Central,Chemical Engineering,High,Medium,High,High,High,Medium
6534,m,Low,Northeastern,Machanic Engineering,High,High,High,High,High,Medium
6535,m,Medium,Central,Chemical Engineering,High,High,Medium,High,Medium,High
6538,m,High,Bangkok,Civil Engineering,High,High,High,High,High,Medium
6544,m,High,Northen,Electrical Engineering,High,High,High,High,High,High
6546,m,Low,Central,Machanic Engineering,High,High,High,Medium,High,Medium
6548,f,Low,Bangkok,Environmental Engineering,Medium,High,Medium,High,Medium,High
6552,f,High,Southern,Chemical Engineering,High,High,High,High,High,High
6557,m,Medium,Central,Electrical Engineering,High,High,High,High,High,Medium
6558,m,Low,Central,Electrical Engineering,Medium,High,High,High,High,High
6560,m,Medium,Northen,Chemical Engineering,High,High,High,High,High,High
6564,m,Low,Bangkok,Chemical Engineering,High,High,High,High,High,Medium
6565,m,Medium,Southern,Environmental Engineering,High,High,Medium,High,Medium,High
6566,m,High,Northeastern,Environmental Engineering,Medium,High,Medium,High,Medium,High
6568,m,High,Central,Electrical Engineering,High,High,High,High,High,Medium
6569,m,Medium,Central,Electrical Engineering,High,High,High,High,Medium,High
6570,f,Medium,Central,Chemical Engineering,Medium,Medium,High,High,High,High
6572,m,Low,Bangkok,Civil Engineering,High,High,Medium,High,High,High
6575,m,Medium,Southern,Electrical Engineering,High,High,High,Medium,High,High
6576,m,High,Bangkok,Chemical Engineering,High,High,High,Medium,Medium,High
6586,m,Low,Northeastern,Electrical Engineering,High,High,High,High,High,High
6588,m,Low,Central,Electrical Engineering,High,High,High,High,High,Medium
6590,m,Medium,Northeastern,Electrical Engineering,High,High,Medium,High,High,Medium
6592,m,High,Southern,Environmental Engineering,Medium,High,High,High,Medium,Medium
6595,m,Medium,Southern,Electrical Engineering,High,High,High,Medium,High,High
6596,m,Low,Northen,Electrical Engineering,High,High,High,Medium,High,Medium
6598,m,Low,Northeastern,Computer Engineering,High,High,High,Medium,High,Medium
6601,m,High,Southern,Civil Engineering,High,Medium,Medium,High,High,High
6604,m,Low,Bangkok,Environmental Engineering,Medium,High,High,High,High,Medium
6606,m,Low,Northeastern,Electrical Engineering,High,High,High,High,High,High
6607,f,Medium,Central,Chemical Engineering,High,Medium,High,High,High,High
6610,m,Medium,Northeastern,Electrical Engineering,Medium,Medium,High,High,High,High
6612,m,Low,Bangkok,Electrical Engineering,High,High,High,High,Medium,Medium
6613,m,Medium,Central,Electrical Engineering,High,High,High,Medium,High,Medium
6614,f,Low,Southern,Electrical Engineering,Medium,High,High,High,Medium,High
6616,m,High,Southern,Environmental Engineering,High,High,High,High,High,High
6617,m,Medium,Central,Electrical Engineering,High,High,High,Medium,Medium,High
6618,m,Low,Central,Electrical Engineering,High,High,High,Medium,High,High
6619,m,Medium,Central,Civil Engineering,Medium,Medium,High,High,Medium,High
6620,m,Medium,Central,Machanic Engineering,High,High,High,High,High,High
6621,m,Medium,Central,Machanic Engineering,High,High,Medium,High,High,High
6622,m,High,Northeastern,Civil Engineering,High,High,High,Medium,High,High
6626,m,Low,Southern,Computer Engineering,High,Medium,High,High,Medium,High
6628,m,Low,Bangkok,Civil Engineering,High,High,High,High,High,High
6630,m,Medium,Southern,Electrical Engineering,High,High,Medium,High,Medium,Medium
6634,m,Low,Central,Environmental Engineering,High,High,High,High,Medium,Medium
6637,m,Medium,Southern,Environmental Engineering,High,Medium,Medium,High,High,High
6638,m,Low,Bangkok,Environmental Engineering,High,Medium,Medium,High,High,High
6642,m,Low,Southern,Computer Engineering,High,High,High,High,High,Medium
6644,m,Low,Northeastern,Chemical Engineering,High,High,High,High,Medium,High
6646,m,Low,Northeastern,Electrical Engineering,Medium,High,Medium,High,High,High
6648,m,High,Northeastern,Environmental Engineering,High,High,High,High,High,Medium
6650,m,Medium,Northeastern,Electrical Engineering,High,High,Medium,Medium,High,Medium
6652,m,Low,Northen,Electrical Engineering,Medium,High,High,High,High,High
6658,f,Low,Southern,Electrical Engineering,High,High,High,High,High,Medium
6666,m,Low,Northen,Environmental Engineering,High,High,High,High,Medium,Medium
6667,m,Medium,Southern,Electrical Engineering,High,Medium,High,High,High,High
6668,m,Low,Northen,Electrical Engineering,High,High,High,High,High,Medium
6670,m,Medium,Southern,Environmental Engineering,Medium,Medium,Medium,High,High,Medium
6672,m,High,Northeastern,Civil Engineering,High,High,Medium,High,Medium,High
6673,m,Medium,Central,Electrical Engineering,High,High,High,Medium,High,High
6674,m,Low,Southern,Electrical Engineering,Medium,High,Medium,High,Medium,High
6675,m,Medium,Central,Chemical Engineering,High,High,High,Medium,Medium,High
6676,m,Low,Northen,Chemical Engineering,High,High,Medium,High,High,High
6678,m,High,Bangkok,Environmental Engineering,High,High,High,Medium,High,High
6680,f,Medium,Southern,Electrical Engineering,Medium,High,High,High,Medium,Medium
6681,m,Medium,Southern,Civil Engineering,High,High,Medium,High,High,High
6686,m,Low,Northen,Machanic Engineering,High,Medium,High,High,Medium,Medium
6688,m,High,Northen,Chemical Engineering,High,High,High,High,Medium,High
6690,m,Medium,Northen,Machanic Engineering,High,Medium,High,High,High,High
6692,m,High,Bangkok,Civil Engineering,High,High,High,High,Medium,High
6693,m,Medium,Central,Electrical Engineering,Medium,High,High,High,Medium,High
6694,m,Low,Bangkok,Environmental Engineering,High,High,High,High,Medium,High
6696,m,High,Central,Electrical Engineering,High,High,High,High,High,Medium
6705,m,Medium,Southern,Environmental Engineering,High,High,High,Medium,Medium,Medium
6706,m,High,Southern,Civil Engineering,High,Medium,High,High,High,High
6710,m,Medium,Bangkok,Chemical Engineering,Medium,High,High,High,Medium,High
6712,f,High,Bangkok,Electrical Engineering,High,High,High,High,High,High
6713,f,High,Central,Environmental Engineering,High,High,High,Medium,High,High
6716,m,Low,Southern,Environmental Engineering,High,High,High,High,High,High
6718,m,Low,Bangkok,Civil Engineering,Medium,High,High,High,High,High
6724,f,Low,Northen,Electrical Engineering,High,High,High,High,Medium,Medium
6730,m,Medium,Bangkok,Electrical Engineering,High,High,High,Medium,High,High
6732,m,Low,Bangkok,Electrical Engineering,High,High,High,High,High,High
6734,m,High,Northen,Civil Engineering,High,High,High,High,High,High
6735,f,Medium,Southern,Electrical Engineering,Medium,Medium,High,High,High,High
6736,m,High,Northeastern,Electrical Engineering,High,High,Medium,High,High,High
6738,m,Low,Northeastern,Computer Engineering,High,High,High,High,High,High
6740,m,Medium,Northen,Environmental Engineering,High,High,High,High,High,High
6741,m,High,Southern,Environmental Engineering,Medium,Medium,High,High,High,Medium
6744,m,High,Southern,Chemical Engineering,High,High,High,High,Medium,Medium
6745,m,Medium,Central,Chemical Engineering,High,Medium,High,High,Medium,High
6746,f,Low,Northeastern,Civil Engineering,High,Medium,High,High,High,High
6749,f,Medium,Central,Environmental Engineering,High,High,High,High,High,Medium
6750,m,Medium,Northeastern,Electrical Engineering,High,Medium,High,High,High,High
6754,m,Low,Northen,Electrical Engineering,High,High,High,Medium,High,Medium
6756,m,Low,Bangkok,Chemical Engineering,Medium,High,Medium,High,High,High
6758,m,Low,Northen,Electrical Engineering,High,Medium,Medium,High,High,High
6762,m,High,Northeastern,Civil Engineering,Medium,Medium,Medium,High,High,High
6766,m,Low,Northen,Computer Engineering,High,High,Medium,High,High,High
6768,f,High,Central,Electrical Engineering,High,High,High,Medium,High,Medium
6770,m,Medium,Northen,Computer Engineering,Medium,High,High,High,High,High
6772,f,Low,Southern,Environmental Engineering,High,High,High,High,High,High
6775,m,Medium,Southern,Environmental Engineering,High,High,High,High,High,High
6778,m,Low,Northeastern,Environmental Engineering,High,High,High,High,Medium,Medium
6786,m,Low,Central,Electrical Engineering,High,High,Medium,High,High,High
6790,f,Medium,Bangkok,Electrical Engineering,High,Medium,High,High,Medium,High
6792,m,High,Bangkok,Electrical Engineering,Medium,High,High,High,High,High
6794,m,Low,Central,Computer Engineering,High,Medium,Medium,High,Medium,High
6796,m,Low,Southern,Civil Engineering,High,High,High,High,High,High
6798,m,Low,Southern,Electrical Engineering,High,High,High,Medium,High,High
6800,m,Medium,Northeastern,Electrical Engineering,Medium,High,High,High,High,High
6805,f,Medium,Southern,Electrical Engineering,High,Medium,High,High,High,Medium
6806,m,Low,Southern,Environmental Engineering,High,Medium,High,High,High,High
6808,m,High,Southern,Machanic Engineering,High,High,High,High,High,High
6809,m,Medium,Southern,Electrical Engineering,High,High,High,Medium,Medium,Medium
6810,m,Medium,Southern,Environmental Engineering,High,High,High,High,High,High
6811,m,High,Southern,Civil Engineering,Medium,Medium,High,High,Medium,Medium
6812,m,Low,Northen,Chemical Engineering,High,High,High,High,Medium,Medium
6814,m,Low,Northen,Electrical Engineering,High,High,High,High,High,High
6816,m,High,Northen,Environmental Engineering,High,High,Medium,Medium,High,High
6817,m,Medium,Central,Chemical Engineering,Medium,Medium,High,High,Medium,Medium
